,data
2022-04-11 12:35:44,107
2022-04-11 12:35:45,83
2022-04-11 12:35:46,78
2022-04-11 12:35:47,101
2022-04-11 12:35:48,73
2022-04-11 12:35:49,150
2022-04-11 12:35:50,84
2022-04-11 12:35:51,92
2022-04-11 12:35:52,136
2022-04-11 12:35:53,105
2022-04-11 12:35:54,127
2022-04-11 12:35:55,126
2022-04-11 12:35:56,88
2022-04-11 12:35:57,135
2022-04-11 12:35:58,148
2022-04-11 12:35:59,131
2022-04-11 12:36:00,124
2022-04-11 12:36:01,91
2022-04-11 12:36:02,70
2022-04-11 12:36:03,122
2022-04-11 12:36:04,59
2022-04-11 12:36:05,111
2022-04-11 12:36:06,60
2022-04-11 12:36:07,132
2022-04-11 12:36:08,81
2022-04-11 12:36:09,73
2022-04-11 12:36:10,95
2022-04-11 12:36:11,99
2022-04-11 12:36:12,144
2022-04-11 12:36:13,123
2022-04-11 12:36:14,133
2022-04-11 12:36:15,52
2022-04-11 12:36:16,88
2022-04-11 12:36:17,147
2022-04-11 12:36:18,86
2022-04-11 12:36:19,105
2022-04-11 12:36:20,146
2022-04-11 12:36:21,146
2022-04-11 12:36:22,100
2022-04-11 12:36:23,72
2022-04-11 12:36:24,89
2022-04-11 12:36:25,105
2022-04-11 12:36:26,138
2022-04-11 12:36:27,87
2022-04-11 12:36:28,72
2022-04-11 12:36:29,54
2022-04-11 12:36:30,111
2022-04-11 12:36:31,90
2022-04-11 12:36:32,149
2022-04-11 12:36:33,107
2022-04-11 12:36:34,72
2022-04-11 12:36:35,65
2022-04-11 12:36:36,145
2022-04-11 12:36:37,64
2022-04-11 12:36:38,138
2022-04-11 12:36:39,112
2022-04-11 12:36:40,51
2022-04-11 12:36:41,122
2022-04-11 12:36:42,103
2022-04-11 12:36:43,52
2022-04-11 12:36:44,118
2022-04-11 12:36:45,127
2022-04-11 12:36:46,58
2022-04-11 12:36:47,96
2022-04-11 12:36:48,58
2022-04-11 12:36:49,116
2022-04-11 12:36:50,134
2022-04-11 12:36:51,84
2022-04-11 12:36:52,96
2022-04-11 12:36:53,141
2022-04-11 12:36:54,102
2022-04-11 12:36:55,65
2022-04-11 12:36:56,92
2022-04-11 12:36:57,84
2022-04-11 12:36:58,128
2022-04-11 12:36:59,129
2022-04-11 12:37:00,83
2022-04-11 12:37:01,143
2022-04-11 12:37:02,125
2022-04-11 12:37:03,134
2022-04-11 12:37:04,68
2022-04-11 12:37:05,64
2022-04-11 12:37:06,135
2022-04-11 12:37:07,68
2022-04-11 12:37:08,101
2022-04-11 12:37:09,150
2022-04-11 12:37:10,59
2022-04-11 12:37:11,56
2022-04-11 12:37:12,113
2022-04-11 12:37:13,57
2022-04-11 12:37:14,73
2022-04-11 12:37:15,79
2022-04-11 12:37:16,117
2022-04-11 12:37:17,69
2022-04-11 12:37:18,135
2022-04-11 12:37:19,70
2022-04-11 12:37:20,101
2022-04-11 12:37:21,70
2022-04-11 12:37:22,69
2022-04-11 12:37:23,58
2022-04-11 12:37:24,145
2022-04-11 12:37:25,148
2022-04-11 12:37:26,73
2022-04-11 12:37:27,90
2022-04-11 12:37:28,95
2022-04-11 12:37:29,108
2022-04-11 12:37:30,137
2022-04-11 12:37:31,150
2022-04-11 12:37:32,51
2022-04-11 12:37:33,108
2022-04-11 12:37:34,106
2022-04-11 12:37:35,68
2022-04-11 12:37:36,95
2022-04-11 12:37:37,68
2022-04-11 12:37:38,104
2022-04-11 12:37:39,60
2022-04-11 12:37:40,102
2022-04-11 12:37:41,114
2022-04-11 12:37:42,97
2022-04-11 12:37:43,53
2022-04-11 12:37:44,62
2022-04-11 12:37:45,124
2022-04-11 12:37:46,94
2022-04-11 12:37:47,61
2022-04-11 12:37:48,113
2022-04-11 12:37:49,133
2022-04-11 12:37:50,149
2022-04-11 12:37:51,65
2022-04-11 12:37:52,132
2022-04-11 12:37:53,81
2022-04-11 12:37:54,75
2022-04-11 12:37:55,51
2022-04-11 12:37:56,143
2022-04-11 12:37:57,143
2022-04-11 12:37:58,103
2022-04-11 12:37:59,112
2022-04-11 12:38:00,126
2022-04-11 12:38:01,122
2022-04-11 12:38:02,116
2022-04-11 12:38:03,95
2022-04-11 12:38:04,133
2022-04-11 12:38:05,103
2022-04-11 12:38:06,114
2022-04-11 12:38:07,115
2022-04-11 12:38:08,78
2022-04-11 12:38:09,113
2022-04-11 12:38:10,84
2022-04-11 12:38:11,72
2022-04-11 12:38:12,90
2022-04-11 12:38:13,123
2022-04-11 12:38:14,131
2022-04-11 12:38:15,136
2022-04-11 12:38:16,76
2022-04-11 12:38:17,100
2022-04-11 12:38:18,125
2022-04-11 12:38:19,135
2022-04-11 12:38:20,136
2022-04-11 12:38:21,141
2022-04-11 12:38:22,137
2022-04-11 12:38:23,141
2022-04-11 12:38:24,85
2022-04-11 12:38:25,123
2022-04-11 12:38:26,72
2022-04-11 12:38:27,107
2022-04-11 12:38:28,122
2022-04-11 12:38:29,94
2022-04-11 12:38:30,85
2022-04-11 12:38:31,131
2022-04-11 12:38:32,54
2022-04-11 12:38:33,132
2022-04-11 12:38:34,53
2022-04-11 12:38:35,110
2022-04-11 12:38:36,70
2022-04-11 12:38:37,95
2022-04-11 12:38:38,101
2022-04-11 12:38:39,97
2022-04-11 12:38:40,88
2022-04-11 12:38:41,137
2022-04-11 12:38:42,128
2022-04-11 12:38:43,62
2022-04-11 12:38:44,73
2022-04-11 12:38:45,100
2022-04-11 12:38:46,76
2022-04-11 12:38:47,104
2022-04-11 12:38:48,50
2022-04-11 12:38:49,140
2022-04-11 12:38:50,52
2022-04-11 12:38:51,83
2022-04-11 12:38:52,64
2022-04-11 12:38:53,139
2022-04-11 12:38:54,86
2022-04-11 12:38:55,148
2022-04-11 12:38:56,140
2022-04-11 12:38:57,131
2022-04-11 12:38:58,130
2022-04-11 12:38:59,148
2022-04-11 12:39:00,60
2022-04-11 12:39:01,119
2022-04-11 12:39:02,94
2022-04-11 12:39:03,89
2022-04-11 12:39:04,121
2022-04-11 12:39:05,74
2022-04-11 12:39:06,111
2022-04-11 12:39:07,87
2022-04-11 12:39:08,57
2022-04-11 12:39:09,112
2022-04-11 12:39:10,108
2022-04-11 12:39:11,125
2022-04-11 12:39:12,63
2022-04-11 12:39:13,94
2022-04-11 12:39:14,107
2022-04-11 12:39:15,86
2022-04-11 12:39:16,131
2022-04-11 12:39:17,79
2022-04-11 12:39:18,72
2022-04-11 12:39:19,144
2022-04-11 12:39:20,91
2022-04-11 12:39:21,79
2022-04-11 12:39:22,109
2022-04-11 12:39:23,118
2022-04-11 12:39:24,84
2022-04-11 12:39:25,144
2022-04-11 12:39:26,125
2022-04-11 12:39:27,120
2022-04-11 12:39:28,148
2022-04-11 12:39:29,82
2022-04-11 12:39:30,92
2022-04-11 12:39:31,150
2022-04-11 12:39:32,111
2022-04-11 12:39:33,85
2022-04-11 12:39:34,123
2022-04-11 12:39:35,82
2022-04-11 12:39:36,109
2022-04-11 12:39:37,50
2022-04-11 12:39:38,120
2022-04-11 12:39:39,86
2022-04-11 12:39:40,63
2022-04-11 12:39:41,82
2022-04-11 12:39:42,142
2022-04-11 12:39:43,131
2022-04-11 12:39:44,103
2022-04-11 12:39:45,83
2022-04-11 12:39:46,88
2022-04-11 12:39:47,78
2022-04-11 12:39:48,73
2022-04-11 12:39:49,104
2022-04-11 12:39:50,58
2022-04-11 12:39:51,72
2022-04-11 12:39:52,106
2022-04-11 12:39:53,120
2022-04-11 12:39:54,98
2022-04-11 12:39:55,73
2022-04-11 12:39:56,78
2022-04-11 12:39:57,144
2022-04-11 12:39:58,69
2022-04-11 12:39:59,129
2022-04-11 12:40:00,200
2022-04-11 12:40:01,122
2022-04-11 12:40:02,72
2022-04-11 12:40:03,103
2022-04-11 12:40:04,84
2022-04-11 12:40:05,135
2022-04-11 12:40:06,138
2022-04-11 12:40:07,143
2022-04-11 12:40:08,129
2022-04-11 12:40:09,124
2022-04-11 12:40:10,132
2022-04-11 12:40:11,150
2022-04-11 12:40:12,62
2022-04-11 12:40:13,88
2022-04-11 12:40:14,147
2022-04-11 12:40:15,60
2022-04-11 12:40:16,81
2022-04-11 12:40:17,104
2022-04-11 12:40:18,61
2022-04-11 12:40:19,99
2022-04-11 12:40:20,90
2022-04-11 12:40:21,57
2022-04-11 12:40:22,100
2022-04-11 12:40:23,99
2022-04-11 12:40:24,100
2022-04-11 12:40:25,137
2022-04-11 12:40:26,99
2022-04-11 12:40:27,91
2022-04-11 12:40:28,52
2022-04-11 12:40:29,91
2022-04-11 12:40:30,83
2022-04-11 12:40:31,74
2022-04-11 12:40:32,98
2022-04-11 12:40:33,69
2022-04-11 12:40:34,81
2022-04-11 12:40:35,87
2022-04-11 12:40:36,50
2022-04-11 12:40:37,84
2022-04-11 12:40:38,104
2022-04-11 12:40:39,113
2022-04-11 12:40:40,106
2022-04-11 12:40:41,72
2022-04-11 12:40:42,136
2022-04-11 12:40:43,85
2022-04-11 12:40:44,88
2022-04-11 12:40:45,55
2022-04-11 12:40:46,98
2022-04-11 12:40:47,116
2022-04-11 12:40:48,62
2022-04-11 12:40:49,92
2022-04-11 12:40:50,106
2022-04-11 12:40:51,78
2022-04-11 12:40:52,66
2022-04-11 12:40:53,150
2022-04-11 12:40:54,76
2022-04-11 12:40:55,55
2022-04-11 12:40:56,102
2022-04-11 12:40:57,106
2022-04-11 12:40:58,114
2022-04-11 12:40:59,102
2022-04-11 12:41:00,69
2022-04-11 12:41:01,65
2022-04-11 12:41:02,86
2022-04-11 12:41:03,149
2022-04-11 12:41:04,58
2022-04-11 12:41:05,97
2022-04-11 12:41:06,124
2022-04-11 12:41:07,150
2022-04-11 12:41:08,122
2022-04-11 12:41:09,103
2022-04-11 12:41:10,148
2022-04-11 12:41:11,63
2022-04-11 12:41:12,147
2022-04-11 12:41:13,66
2022-04-11 12:41:14,121
2022-04-11 12:41:15,138
2022-04-11 12:41:16,120
2022-04-11 12:41:17,58
2022-04-11 12:41:18,94
2022-04-11 12:41:19,51
2022-04-11 12:41:20,119
2022-04-11 12:41:21,108
2022-04-11 12:41:22,92
2022-04-11 12:41:23,79
2022-04-11 12:41:24,87
2022-04-11 12:41:25,69
2022-04-11 12:41:26,122
2022-04-11 12:41:27,125
2022-04-11 12:41:28,127
2022-04-11 12:41:29,141
2022-04-11 12:41:30,149
2022-04-11 12:41:31,74
2022-04-11 12:41:32,87
2022-04-11 12:41:33,111
2022-04-11 12:41:34,116
2022-04-11 12:41:35,134
2022-04-11 12:41:36,111
2022-04-11 12:41:37,121
2022-04-11 12:41:38,124
2022-04-11 12:41:39,79
2022-04-11 12:41:40,51
2022-04-11 12:41:41,146
2022-04-11 12:41:42,142
2022-04-11 12:41:43,119
2022-04-11 12:41:44,54
2022-04-11 12:41:45,107
2022-04-11 12:41:46,93
2022-04-11 12:41:47,63
2022-04-11 12:41:48,72
2022-04-11 12:41:49,70
2022-04-11 12:41:50,106
2022-04-11 12:41:51,137
2022-04-11 12:41:52,102
2022-04-11 12:41:53,107
2022-04-11 12:41:54,107
2022-04-11 12:41:55,138
2022-04-11 12:41:56,110
2022-04-11 12:41:57,80
2022-04-11 12:41:58,122
2022-04-11 12:41:59,81
2022-04-11 12:42:00,69
2022-04-11 12:42:01,150
2022-04-11 12:42:02,69
2022-04-11 12:42:03,64
2022-04-11 12:42:04,127
2022-04-11 12:42:05,129
2022-04-11 12:42:06,92
2022-04-11 12:42:07,130
2022-04-11 12:42:08,140
2022-04-11 12:42:09,91
2022-04-11 12:42:10,122
2022-04-11 12:42:11,128
2022-04-11 12:42:12,90
2022-04-11 12:42:13,52
2022-04-11 12:42:14,110
2022-04-11 12:42:15,149
2022-04-11 12:42:16,96
2022-04-11 12:42:17,111
2022-04-11 12:42:18,113
2022-04-11 12:42:19,150
2022-04-11 12:42:20,55
2022-04-11 12:42:21,121
2022-04-11 12:42:22,130
2022-04-11 12:42:23,148
2022-04-11 12:42:24,94
2022-04-11 12:42:25,91
2022-04-11 12:42:26,83
2022-04-11 12:42:27,150
2022-04-11 12:42:28,53
2022-04-11 12:42:29,97
2022-04-11 12:42:30,134
2022-04-11 12:42:31,78
2022-04-11 12:42:32,135
2022-04-11 12:42:33,63
2022-04-11 12:42:34,124
2022-04-11 12:42:35,56
2022-04-11 12:42:36,138
2022-04-11 12:42:37,81
2022-04-11 12:42:38,117
2022-04-11 12:42:39,74
2022-04-11 12:42:40,104
2022-04-11 12:42:41,100
2022-04-11 12:42:42,82
2022-04-11 12:42:43,53
2022-04-11 12:42:44,110
2022-04-11 12:42:45,105
2022-04-11 12:42:46,148
2022-04-11 12:42:47,147
2022-04-11 12:42:48,78
2022-04-11 12:42:49,138
2022-04-11 12:42:50,73
2022-04-11 12:42:51,74
2022-04-11 12:42:52,95
2022-04-11 12:42:53,91
2022-04-11 12:42:54,114
2022-04-11 12:42:55,145
2022-04-11 12:42:56,83
2022-04-11 12:42:57,98
2022-04-11 12:42:58,105
2022-04-11 12:42:59,144
2022-04-11 12:43:00,68
2022-04-11 12:43:01,62
2022-04-11 12:43:02,138
2022-04-11 12:43:03,57
2022-04-11 12:43:04,105
2022-04-11 12:43:05,115
2022-04-11 12:43:06,67
2022-04-11 12:43:07,141
2022-04-11 12:43:08,59
2022-04-11 12:43:09,142
2022-04-11 12:43:10,148
2022-04-11 12:43:11,148
2022-04-11 12:43:12,140
2022-04-11 12:43:13,121
2022-04-11 12:43:14,55
2022-04-11 12:43:15,92
2022-04-11 12:43:16,93
2022-04-11 12:43:17,150
2022-04-11 12:43:18,105
2022-04-11 12:43:19,62
2022-04-11 12:43:20,92
2022-04-11 12:43:21,53
2022-04-11 12:43:22,129
2022-04-11 12:43:23,60
2022-04-11 12:43:24,134
2022-04-11 12:43:25,102
2022-04-11 12:43:26,87
2022-04-11 12:43:27,145
2022-04-11 12:43:28,80
2022-04-11 12:43:29,73
2022-04-11 12:43:30,126
2022-04-11 12:43:31,111
2022-04-11 12:43:32,115
2022-04-11 12:43:33,135
2022-04-11 12:43:34,85
2022-04-11 12:43:35,119
2022-04-11 12:43:36,90
2022-04-11 12:43:37,102
2022-04-11 12:43:38,121
2022-04-11 12:43:39,137
2022-04-11 12:43:40,99
2022-04-11 12:43:41,59
2022-04-11 12:43:42,113
2022-04-11 12:43:43,87
2022-04-11 12:43:44,54
2022-04-11 12:43:45,106
2022-04-11 12:43:46,150
2022-04-11 12:43:47,102
2022-04-11 12:43:48,61
2022-04-11 12:43:49,77
2022-04-11 12:43:50,111
2022-04-11 12:43:51,146
2022-04-11 12:43:52,136
2022-04-11 12:43:53,127
2022-04-11 12:43:54,71
2022-04-11 12:43:55,146
2022-04-11 12:43:56,89
2022-04-11 12:43:57,94
2022-04-11 12:43:58,116
2022-04-11 12:43:59,103
2022-04-11 12:44:00,95
2022-04-11 12:44:01,59
2022-04-11 12:44:02,146
2022-04-11 12:44:03,126
2022-04-11 12:44:04,55
2022-04-11 12:44:05,107
2022-04-11 12:44:06,74
2022-04-11 12:44:07,57
2022-04-11 12:44:08,62
2022-04-11 12:44:09,135
2022-04-11 12:44:10,86
2022-04-11 12:44:11,139
2022-04-11 12:44:12,90
2022-04-11 12:44:13,142
2022-04-11 12:44:14,75
2022-04-11 12:44:15,137
2022-04-11 12:44:16,135
2022-04-11 12:44:17,94
2022-04-11 12:44:18,112
2022-04-11 12:44:19,121
2022-04-11 12:44:20,50
2022-04-11 12:44:21,121
2022-04-11 12:44:22,53
2022-04-11 12:44:23,82
2022-04-11 12:44:24,78
2022-04-11 12:44:25,112
2022-04-11 12:44:26,83
2022-04-11 12:44:27,85
2022-04-11 12:44:28,128
2022-04-11 12:44:29,58
2022-04-11 12:44:30,100
2022-04-11 12:44:31,133
2022-04-11 12:44:32,54
2022-04-11 12:44:33,131
2022-04-11 12:44:34,50
2022-04-11 12:44:35,51
2022-04-11 12:44:36,62
2022-04-11 12:44:37,83
2022-04-11 12:44:38,80
2022-04-11 12:44:39,105
2022-04-11 12:44:40,115
2022-04-11 12:44:41,110
2022-04-11 12:44:42,93
2022-04-11 12:44:43,56
2022-04-11 12:44:44,139
2022-04-11 12:44:45,102
2022-04-11 12:44:46,144
2022-04-11 12:44:47,51
2022-04-11 12:44:48,124
2022-04-11 12:44:49,111
2022-04-11 12:44:50,79
2022-04-11 12:44:51,122
2022-04-11 12:44:52,68
2022-04-11 12:44:53,87
2022-04-11 12:44:54,129
2022-04-11 12:44:55,68
2022-04-11 12:44:56,79
2022-04-11 12:44:57,148
2022-04-11 12:44:58,109
2022-04-11 12:44:59,55
2022-04-11 12:45:00,80
2022-04-11 12:45:01,85
2022-04-11 12:45:02,133
2022-04-11 12:45:03,125
2022-04-11 12:45:04,56
2022-04-11 12:45:05,57
2022-04-11 12:45:06,88
2022-04-11 12:45:07,84
2022-04-11 12:45:08,123
2022-04-11 12:45:09,84
2022-04-11 12:45:10,77
2022-04-11 12:45:11,81
2022-04-11 12:45:12,84
2022-04-11 12:45:13,115
2022-04-11 12:45:14,130
2022-04-11 12:45:15,84
2022-04-11 12:45:16,91
2022-04-11 12:45:17,58
2022-04-11 12:45:18,93
2022-04-11 12:45:19,99
2022-04-11 12:45:20,99
2022-04-11 12:45:21,82
2022-04-11 12:45:22,102
2022-04-11 12:45:23,94
2022-04-11 12:45:24,147
2022-04-11 12:45:25,51
2022-04-11 12:45:26,145
2022-04-11 12:45:27,129
2022-04-11 12:45:28,92
2022-04-11 12:45:29,125
2022-04-11 12:45:30,132
2022-04-11 12:45:31,84
2022-04-11 12:45:32,85
2022-04-11 12:45:33,146
2022-04-11 12:45:34,148
2022-04-11 12:45:35,121
2022-04-11 12:45:36,134
2022-04-11 12:45:37,81
2022-04-11 12:45:38,55
2022-04-11 12:45:39,110
2022-04-11 12:45:40,104
2022-04-11 12:45:41,116
2022-04-11 12:45:42,84
2022-04-11 12:45:43,118
2022-04-11 12:45:44,80
2022-04-11 12:45:45,137
2022-04-11 12:45:46,69
2022-04-11 12:45:47,117
2022-04-11 12:45:48,103
2022-04-11 12:45:49,117
2022-04-11 12:45:50,99
2022-04-11 12:45:51,79
2022-04-11 12:45:52,150
2022-04-11 12:45:53,129
2022-04-11 12:45:54,142
2022-04-11 12:45:55,71
2022-04-11 12:45:56,150
2022-04-11 12:45:57,87
2022-04-11 12:45:58,92
2022-04-11 12:45:59,125
2022-04-11 12:46:00,127
2022-04-11 12:46:01,87
2022-04-11 12:46:02,92
2022-04-11 12:46:03,84
2022-04-11 12:46:04,68
2022-04-11 12:46:05,74
2022-04-11 12:46:06,106
2022-04-11 12:46:07,61
2022-04-11 12:46:08,145
2022-04-11 12:46:09,114
2022-04-11 12:46:10,96
2022-04-11 12:46:11,55
2022-04-11 12:46:12,122
2022-04-11 12:46:13,141
2022-04-11 12:46:14,58
2022-04-11 12:46:15,64
2022-04-11 12:46:16,141
2022-04-11 12:46:17,82
2022-04-11 12:46:18,61
2022-04-11 12:46:19,119
2022-04-11 12:46:20,101
2022-04-11 12:46:21,78
2022-04-11 12:46:22,89
2022-04-11 12:46:23,67
2022-04-11 12:46:24,146
2022-04-11 12:46:25,72
2022-04-11 12:46:26,99
2022-04-11 12:46:27,107
2022-04-11 12:46:28,146
2022-04-11 12:46:29,76
2022-04-11 12:46:30,143
2022-04-11 12:46:31,125
2022-04-11 12:46:32,120
2022-04-11 12:46:33,76
2022-04-11 12:46:34,72
2022-04-11 12:46:35,67
2022-04-11 12:46:36,93
2022-04-11 12:46:37,82
2022-04-11 12:46:38,124
2022-04-11 12:46:39,62
2022-04-11 12:46:40,65
2022-04-11 12:46:41,60
2022-04-11 12:46:42,92
2022-04-11 12:46:43,68
2022-04-11 12:46:44,137
2022-04-11 12:46:45,82
2022-04-11 12:46:46,63
2022-04-11 12:46:47,64
2022-04-11 12:46:48,90
2022-04-11 12:46:49,114
2022-04-11 12:46:50,119
2022-04-11 12:46:51,106
2022-04-11 12:46:52,51
2022-04-11 12:46:53,117
2022-04-11 12:46:54,84
2022-04-11 12:46:55,111
2022-04-11 12:46:56,129
2022-04-11 12:46:57,146
2022-04-11 12:46:58,99
2022-04-11 12:46:59,75
2022-04-11 12:47:00,137
2022-04-11 12:47:01,83
2022-04-11 12:47:02,55
2022-04-11 12:47:03,55
2022-04-11 12:47:04,51
2022-04-11 12:47:05,60
2022-04-11 12:47:06,107
2022-04-11 12:47:07,63
2022-04-11 12:47:08,138
2022-04-11 12:47:09,147
2022-04-11 12:47:10,137
2022-04-11 12:47:11,125
2022-04-11 12:47:12,99
2022-04-11 12:47:13,89
2022-04-11 12:47:14,136
2022-04-11 12:47:15,127
2022-04-11 12:47:16,97
2022-04-11 12:47:17,100
2022-04-11 12:47:18,79
2022-04-11 12:47:19,143
2022-04-11 12:47:20,81
2022-04-11 12:47:21,133
2022-04-11 12:47:22,119
2022-04-11 12:47:23,111
2022-04-11 12:47:24,103
2022-04-11 12:47:25,122
2022-04-11 12:47:26,95
2022-04-11 12:47:27,130
2022-04-11 12:47:28,108
2022-04-11 12:47:29,143
2022-04-11 12:47:30,148
2022-04-11 12:47:31,141
2022-04-11 12:47:32,58
2022-04-11 12:47:33,146
2022-04-11 12:47:34,53
2022-04-11 12:47:35,106
2022-04-11 12:47:36,125
2022-04-11 12:47:37,59
2022-04-11 12:47:38,96
2022-04-11 12:47:39,141
2022-04-11 12:47:40,110
2022-04-11 12:47:41,108
2022-04-11 12:47:42,135
2022-04-11 12:47:43,141
2022-04-11 12:47:44,98
2022-04-11 12:47:45,122
2022-04-11 12:47:46,71
2022-04-11 12:47:47,131
2022-04-11 12:47:48,87
2022-04-11 12:47:49,79
2022-04-11 12:47:50,69
2022-04-11 12:47:51,127
2022-04-11 12:47:52,124
2022-04-11 12:47:53,150
2022-04-11 12:47:54,112
2022-04-11 12:47:55,87
2022-04-11 12:47:56,133
2022-04-11 12:47:57,129
2022-04-11 12:47:58,108
2022-04-11 12:47:59,104
2022-04-11 12:48:00,107
2022-04-11 12:48:01,99
2022-04-11 12:48:02,130
2022-04-11 12:48:03,113
2022-04-11 12:48:04,50
2022-04-11 12:48:05,87
2022-04-11 12:48:06,52
2022-04-11 12:48:07,106
2022-04-11 12:48:08,102
2022-04-11 12:48:09,71
2022-04-11 12:48:10,93
2022-04-11 12:48:11,62
2022-04-11 12:48:12,150
2022-04-11 12:48:13,90
2022-04-11 12:48:14,150
2022-04-11 12:48:15,118
2022-04-11 12:48:16,65
2022-04-11 12:48:17,84
2022-04-11 12:48:18,138
2022-04-11 12:48:19,83
2022-04-11 12:48:20,38
2022-04-11 12:48:21,75
2022-04-11 12:48:22,109
2022-04-11 12:48:23,81
2022-04-11 12:48:24,55
2022-04-11 12:48:25,90
2022-04-11 12:48:26,127
2022-04-11 12:48:27,144
2022-04-11 12:48:28,82
2022-04-11 12:48:29,79
2022-04-11 12:48:30,101
2022-04-11 12:48:31,100
2022-04-11 12:48:32,112
2022-04-11 12:48:33,127
2022-04-11 12:48:34,52
2022-04-11 12:48:35,58
2022-04-11 12:48:36,100
2022-04-11 12:48:37,51
2022-04-11 12:48:38,100
2022-04-11 12:48:39,84
2022-04-11 12:48:40,74
2022-04-11 12:48:41,64
2022-04-11 12:48:42,118
2022-04-11 12:48:43,55
2022-04-11 12:48:44,58
2022-04-11 12:48:45,112
2022-04-11 12:48:46,147
2022-04-11 12:48:47,133
2022-04-11 12:48:48,75
2022-04-11 12:48:49,60
2022-04-11 12:48:50,108
2022-04-11 12:48:51,105
2022-04-11 12:48:52,136
2022-04-11 12:48:53,51
2022-04-11 12:48:54,75
2022-04-11 12:48:55,125
2022-04-11 12:48:56,68
2022-04-11 12:48:57,65
2022-04-11 12:48:58,113
2022-04-11 12:48:59,78
2022-04-11 12:49:00,94
2022-04-11 12:49:01,96
2022-04-11 12:49:02,114
2022-04-11 12:49:03,131
2022-04-11 12:49:04,106
2022-04-11 12:49:05,103
2022-04-11 12:49:06,82
2022-04-11 12:49:07,108
2022-04-11 12:49:08,86
2022-04-11 12:49:09,147
2022-04-11 12:49:10,102
2022-04-11 12:49:11,82
2022-04-11 12:49:12,103
2022-04-11 12:49:13,119
2022-04-11 12:49:14,85
2022-04-11 12:49:15,137
2022-04-11 12:49:16,90
2022-04-11 12:49:17,124
2022-04-11 12:49:18,91
2022-04-11 12:49:19,67
2022-04-11 12:49:20,116
2022-04-11 12:49:21,125
2022-04-11 12:49:22,83
2022-04-11 12:49:23,129
2022-04-11 12:49:24,117
2022-04-11 12:49:25,116
2022-04-11 12:49:26,120
2022-04-11 12:49:27,64
2022-04-11 12:49:28,97
2022-04-11 12:49:29,71
2022-04-11 12:49:30,67
2022-04-11 12:49:31,139
2022-04-11 12:49:32,79
2022-04-11 12:49:33,141
2022-04-11 12:49:34,74
2022-04-11 12:49:35,147
2022-04-11 12:49:36,122
2022-04-11 12:49:37,98
2022-04-11 12:49:38,71
2022-04-11 12:49:39,103
2022-04-11 12:49:40,63
2022-04-11 12:49:41,100
2022-04-11 12:49:42,125
2022-04-11 12:49:43,139
2022-04-11 12:49:44,68
2022-04-11 12:49:45,73
2022-04-11 12:49:46,97
2022-04-11 12:49:47,134
2022-04-11 12:49:48,103
2022-04-11 12:49:49,134
2022-04-11 12:49:50,53
2022-04-11 12:49:51,134
2022-04-11 12:49:52,100
2022-04-11 12:49:53,61
2022-04-11 12:49:54,82
2022-04-11 12:49:55,124
2022-04-11 12:49:56,105
2022-04-11 12:49:57,61
2022-04-11 12:49:58,63
2022-04-11 12:49:59,101
2022-04-11 12:50:00,72
2022-04-11 12:50:01,54
2022-04-11 12:50:02,82
2022-04-11 12:50:03,112
2022-04-11 12:50:04,128
2022-04-11 12:50:05,58
2022-04-11 12:50:06,149
2022-04-11 12:50:07,91
2022-04-11 12:50:08,118
2022-04-11 12:50:09,90
2022-04-11 12:50:10,116
2022-04-11 12:50:11,111
2022-04-11 12:50:12,80
2022-04-11 12:50:13,52
2022-04-11 12:50:14,83
2022-04-11 12:50:15,70
2022-04-11 12:50:16,87
2022-04-11 12:50:17,101
2022-04-11 12:50:18,104
2022-04-11 12:50:19,105
2022-04-11 12:50:20,125
2022-04-11 12:50:21,108
2022-04-11 12:50:22,67
2022-04-11 12:50:23,56
2022-04-11 12:50:24,50
2022-04-11 12:50:25,72
2022-04-11 12:50:26,109
2022-04-11 12:50:27,69
2022-04-11 12:50:28,53
2022-04-11 12:50:29,53
2022-04-11 12:50:30,96
2022-04-11 12:50:31,62
2022-04-11 12:50:32,104
2022-04-11 12:50:33,77
2022-04-11 12:50:34,117
2022-04-11 12:50:35,51
2022-04-11 12:50:36,84
2022-04-11 12:50:37,63
2022-04-11 12:50:38,56
2022-04-11 12:50:39,94
2022-04-11 12:50:40,51
2022-04-11 12:50:41,65
2022-04-11 12:50:42,114
2022-04-11 12:50:43,116
2022-04-11 12:50:44,82
2022-04-11 12:50:45,150
2022-04-11 12:50:46,116
2022-04-11 12:50:47,102
2022-04-11 12:50:48,104
2022-04-11 12:50:49,149
2022-04-11 12:50:50,58
2022-04-11 12:50:51,64
2022-04-11 12:50:52,119
2022-04-11 12:50:53,60
2022-04-11 12:50:54,102
2022-04-11 12:50:55,117
2022-04-11 12:50:56,83
2022-04-11 12:50:57,148
2022-04-11 12:50:58,103
2022-04-11 12:50:59,86
2022-04-11 12:51:00,122
2022-04-11 12:51:01,132
2022-04-11 12:51:02,107
2022-04-11 12:51:03,127
2022-04-11 12:51:04,85
2022-04-11 12:51:05,68
2022-04-11 12:51:06,116
2022-04-11 12:51:07,64
2022-04-11 12:51:08,142
2022-04-11 12:51:09,110
2022-04-11 12:51:10,119
2022-04-11 12:51:11,128
2022-04-11 12:51:12,61
2022-04-11 12:51:13,130
2022-04-11 12:51:14,138
2022-04-11 12:51:15,130
2022-04-11 12:51:16,126
